example_id,lambda_value,oracle_action,oracle_correct,oracle_total_tokens,oracle_utility,cost_normalizer
gsm8k-test-16,0.0,STOP,1,319,1.0,937.25
gsm8k-test-16,0.05,STOP,1,319,0.982982128567618,937.25
gsm8k-test-16,0.1,STOP,1,319,0.965964257135236,937.25
gsm8k-test-16,0.2,STOP,1,319,0.9319285142704721,937.25
gsm8k-test-17,0.0,STOP,1,279,1.0,937.25
gsm8k-test-17,0.05,STOP,1,279,0.9851160309415844,937.25
gsm8k-test-17,0.1,STOP,1,279,0.9702320618831688,937.25
gsm8k-test-17,0.2,STOP,1,279,0.9404641237663377,937.25
gsm8k-test-18,0.0,STOP,0,255,0.0,937.25
gsm8k-test-18,0.05,STOP,0,255,-0.013603627634035742,937.25
gsm8k-test-18,0.1,STOP,0,255,-0.027207255268071485,937.25
gsm8k-test-18,0.2,STOP,0,255,-0.05441451053614297,937.25
gsm8k-test-19,0.0,STOP,1,292,1.0,937.25
gsm8k-test-19,0.05,STOP,1,292,0.9844225126700453,937.25
gsm8k-test-19,0.1,STOP,1,292,0.9688450253400906,937.25
gsm8k-test-19,0.2,STOP,1,292,0.9376900506801814,937.25
